timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
3371107,-1.928361,-1.9263626,9.325,1.0
3382539,-1.9314941,-1.9296114,9.34,1.0
3395016,-1.9308567,-1.9290211,9.365,1.0
3406113,-1.9282427,-1.9263926,9.36,1.0
3416915,-1.9258635,-1.9239424,9.33,1.0
3429954,-1.9237968,-1.9218802,9.325,1.0
3441731,-1.9203761,-1.9185795,9.365,1.0
3452627,-1.9143109,-1.9123337,9.309999,1.0
3463806,-1.9064293,-1.9044873,9.335,1.0
3475844,-1.8971369,-1.8952568,9.345,1.0
3486086,-1.8877867,-1.8858992,9.34,1.0
3497710,-1.8808028,-1.8787892,9.3,1.0
3508619,-1.8782207,-1.8763188,9.33,1.0
3519874,-1.8810879,-1.8792093,9.335,1.0
3531805,-1.8878391,-1.8859632,9.335,1.0
3542180,-1.8933318,-1.8915677,9.37,1.0
3553620,-1.8928335,-1.8910078,9.36,1.0
3564106,-1.8866658,-1.8848673,9.355,1.0
3576250,-1.8780756,-1.8762382,9.355,1.0
3587358,-1.8697158,-1.8678701,9.349999,1.0
3598165,-1.8617043,-1.8597678,9.32,1.0
3609389,-1.8521011,-1.850156,9.32,1.0
3621500,-1.8380136,-1.8360296,9.295,1.0
3632104,-1.8182489,-1.8163505,9.315,1.0
3643428,-1.7927247,-1.7909232,9.34,1.0
3654090,-1.7614659,-1.759689,9.335,1.0
3665410,-1.7262812,-1.7245637,9.34,1.0
3677373,-1.6902943,-1.6886576,9.355,1.0
3688121,-1.6545122,-1.6528349,9.335,1.0
3699331,-1.6197135,-1.6180286,9.32,1.0
3710265,-1.5882312,-1.5866227,9.309999,1.0
3721960,-1.5615367,-1.5600381,9.34,1.0
3733134,-1.5402523,-1.5386134,9.315,1.0
3743907,-1.5259652,-1.5244662,9.33,1.0
3756655,-1.5194513,-1.518001,9.36,1.0
3767327,-1.5223418,-1.5207946,9.325,1.0
3778530,-1.5349053,-1.5334172,9.36,1.0
3789208,-1.5525037,-1.5509336,9.325,1.0
3801045,-1.5687714,-1.56725,9.34,1.0
3813059,-1.5805649,-1.579018,9.335,1.0
3824905,-1.5886841,-1.5871274,9.34,1.0
3836974,-1.5942875,-1.5927316,9.345,1.0
3848890,-1.6010294,-1.5994164,9.33,1.0
3861047,-1.6137308,-1.6120765,9.32,1.0
3872595,-1.6320324,-1.6304727,9.365,1.0
3883920,-1.6519365,-1.6502556,9.33,1.0
3895300,-1.6708057,-1.6690317,9.304999,1.0
3906547,-1.6881816,-1.6865236,9.349999,1.0
3916924,-1.7043024,-1.7025381,9.32,1.0
3928901,-1.7192025,-1.7174877,9.33,1.0
3942614,-1.7326927,-1.7308463,9.3,1.0
3952908,-1.7461449,-1.7444232,9.345,1.0
3964712,-1.7609177,-1.759155,9.345,1.0
3975298,-1.7794733,-1.777649,9.32,1.0
3987305,-1.8043418,-1.8025968,9.349999,1.0
3998975,-1.8353035,-1.8335449,9.355,1.0
4009839,-1.8666024,-1.8647195,9.335,1.0
4020381,-1.8902771,-1.8885015,9.36,1.0
4031915,-1.901953,-1.9001254,9.345,1.0
4044105,-1.9026539,-1.9008257,9.345,1.0
4055909,-1.892255,-1.8903152,9.32,1.0
4068547,-1.8695042,-1.8677529,9.37,1.0
4079072,-1.8367711,-1.834835,9.315,1.0
