timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
3370290,0.022815315,-0.08030998,0.40756923
3393652,0.022815315,-0.067063294,0.39867622
3405317,0.01969118,-0.089141116,0.3912653
3416181,0.018129114,-0.08030998,0.39422968
3428921,0.018129114,-0.09208482,0.40015835
3451842,0.022815315,-0.08030998,0.40164053
3462196,0.022815315,-0.08472555,0.39867622
3474263,0.02593945,-0.08472555,0.39422968
3485165,0.018129114,-0.06559144,0.40164053
3507878,0.022815315,-0.09061296,0.3927475
3518231,0.016567048,-0.08030998,0.3927475
3530301,0.00407051,-0.08030998,0.40164053
3541332,0.016567048,-0.08472555,0.40164053
3563268,0.008756712,-0.08766925,0.40164053
3575393,0.015004979,-0.086197406,0.39571184
3586219,0.008756712,-0.08030998,0.39422968
3620738,0.018129114,-0.08472555,0.40164053
3631271,0.015004979,-0.08030998,0.3927475
3642219,0.011880846,-0.07736628,0.39867622
3653319,0.011880846,-0.07442257,0.39867622
3664608,0.01969118,-0.08178184,0.40164053
3676601,0.015004979,-0.086197406,0.40015835
3687386,0.02593945,-0.07147886,0.38830096
3698471,0.01969118,-0.075894415,0.39571184
3732195,0.022815315,-0.08766925,0.40460488
3743178,0.018129114,-0.086197406,0.40608707
3755808,0.008756712,-0.086197406,0.40015835
3777235,0.015004979,-0.08178184,0.40164053
3788363,0.02593945,-0.07442257,0.3927475
3800207,0.01969118,-0.08178184,0.40164053
3836147,0.018129114,-0.08766925,0.39867622
3848149,0.02593945,-0.07736628,0.40756923
3860204,0.022815315,-0.07736628,0.39422968
3883173,0.010318778,-0.08178184,0.40164053
3894561,0.01969118,-0.086197406,0.3927475
3905242,0.018129114,-0.075894415,0.40164053
3916161,0.018129114,-0.08030998,0.40164053
3941373,0.027501516,-0.08030998,0.40015835
3952154,0.01969118,-0.09650039,0.40164053
3963904,0.022815315,-0.08472555,0.38830096
3974567,0.02593945,-0.08030998,0.3927475
3986510,0.02593945,-0.08030998,0.40164053
3997307,0.018129114,-0.08766925,0.39867622
4008644,0.018129114,-0.08766925,0.40164053
4019398,0.02593945,-0.07736628,0.40460488
4031149,0.008756712,-0.08766925,0.39867622
4055152,0.024377383,-0.08178184,0.40164053
4067713,0.01969118,-0.08178184,0.40015835
4078257,0.015004979,-0.08030998,0.40164053
4101215,0.024377383,-0.08030998,0.40015835
4113169,0.02593945,-0.07736628,0.40608707
4124358,0.029063584,-0.08030998,0.3927475
4135292,0.027501516,-0.086197406,0.39571184
4159143,0.010318778,-0.08030998,0.40164053
4172250,0.022815315,-0.08030998,0.3927475
4183150,0.01969118,-0.08178184,0.39571184
4217165,0.015004979,-0.075894415,0.40608707
4228144,0.022815315,-0.08030998,0.3927475
4240218,0.011880846,-0.08030998,0.39422968
4251713,0.011880846,-0.07442257,0.39422968
4263258,0.018129114,-0.08472555,0.40164053
4274306,0.01969118,-0.08178184,0.38681877
4285166,0.018129114,-0.086197406,0.40164053
4296224,0.008756712,-0.09061296,0.39867622
4319190,0.01969118,-0.09061296,0.40608707
4330568,0.016567048,-0.08030998,0.40164053
4341305,0.011880846,-0.08472555,0.39867622
4352187,0.011880846,-0.08766925,0.40460488
4375266,0.029063584,-0.08472555,0.39867622
4387012,0.011880846,-0.08030998,0.39422968
4399339,0.015004979,-0.089141116,0.40608707
4433434,0.022815315,-0.09502853,0.41794446
4444160,0.018129114,-0.089141116,0.40164053
4455159,0.01969118,-0.08030998,0.39571184
4467145,0.016567048,-0.07736628,0.3927475
4479290,0.024377383,-0.086197406,0.41201577
4491179,0.022815315,-0.08472555,0.40164053
4503346,0.018129114,-0.08030998,0.39571184
4515243,0.015004979,-0.08178184,0.3912653
4537378,0.018129114,-0.07736628,0.40460488
4549350,0.016567048,-0.07736628,0.40460488
4561388,0.01969118,-0.086197406,0.40015835
4573305,0.01969118,-0.08030998,0.40608707
4584199,0.02593945,-0.07736628,0.40460488
4596772,0.018129114,-0.09944409,0.39571184
4608357,0.018129114,-0.07147886,0.40608707
4619378,0.008756712,-0.086197406,0.40015835
4654279,0.016567048,-0.08472555,0.40460488
4665165,0.016567048,-0.08472555,0.39867622
4677168,0.015004979,-0.09208482,0.39571184
4699841,0.015004979,-0.08178184,0.40905142
4710307,0.029063584,-0.08766925,0.38681877
4722960,0.022815315,-0.08766925,0.40164053
4733714,0.024377383,-0.089141116,0.38681877
4756158,0.0056325775,-0.07736628,0.40164053
4767346,0.01969118,-0.075894415,0.39571184
4779157,0.01969118,-0.08178184,0.40164053
4802084,0.018129114,-0.09208482,0.39571184
4814401,0.008756712,-0.07736628,0.40164053
4825715,0.03062565,-0.08178184,0.40015835
4836173,0.01969118,-0.089141116,0.40015835
4848711,0.016567048,-0.08030998,0.39422968
4859191,0.011880846,-0.08766925,0.3927475
4870284,0.016567048,-0.08766925,0.40460488
4882257,0.0056325775,-0.08766925,0.40460488
4893427,0.008756712,-0.08472555,0.40164053
4926256,0.024377383,-0.08178184,0.39571184
4938219,0.016567048,-0.09061296,0.39422968
4949448,0.016567048,-0.09061296,0.40460488
4971143,0.024377383,-0.086197406,0.40164053
4984012,0.024377383,-0.08178184,0.40015835
4996515,0.022815315,-0.08030998,0.39422968
5031742,0.018129114,-0.07442257,0.40164053
5042219,0.024377383,-0.1023878,0.40015835
5053305,0.011880846,-0.07442257,0.39422968
5076580,0.010318778,-0.09208482,0.41201577
5087839,0.016567048,-0.07147886,0.40756923
5098229,0.010318778,-0.089141116,0.40164053
5110315,0.027501516,-0.075894415,0.40015835
5121312,0.022815315,-0.08766925,0.40756923
5132513,0.027501516,-0.08030998,0.40015835
5144911,0.022815315,-0.08030998,0.39867622
5156552,0.018129114,-0.075894415,0.3927475
5168903,0.01969118,-0.089141116,0.39571184
5180897,0.015004979,-0.09208482,0.39571184
5191780,0.011880846,-0.07147886,0.40460488
5202363,0.018129114,-0.064119585,0.39867622
5214952,0.01969118,-0.08178184,0.40608707
5225757,0.011880846,-0.08472555,0.40460488
5248258,0.018129114,-0.089141116,0.40608707
5260619,0.016567048,-0.08766925,0.40460488
5271363,0.018129114,-0.08030998,0.39867622
5295006,0.011880846,-0.08030998,0.40460488
5307353,0.011880846,-0.08178184,0.40164053
5318960,0.02593945,-0.08766925,0.39422968
5329342,0.018129114,-0.075894415,0.40608707
5352394,0.011880846,-0.08766925,0.39867622
5363197,0.018129114,-0.08178184,0.3927475
5374990,0.018129114,-0.08766925,0.40756923
5385423,0.018129114,-0.08766925,0.39422968
5397170,0.011880846,-0.08766925,0.4105336
5408619,0.018129114,-0.08766925,0.39867622
5419397,0.01969118,-0.09208482,0.4149801
5431402,0.011880846,-0.08766925,0.4105336
5442580,0.01969118,-0.075894415,0.40608707
5466557,0.010318778,-0.07147886,0.40015835
5477313,0.018129114,-0.08178184,0.40905142
5488506,0.022815315,-0.09502853,0.40460488
5522483,0.0025084435,-0.09502853,0.39422968
5533179,0.022815315,-0.08472555,0.40164053
5545159,0.01969118,-0.086197406,0.40608707
5567793,0.015004979,-0.086197406,0.39571184
5578316,0.008756712,-0.08030998,0.39867622
5590625,0.018129114,-0.08766925,0.40460488
5601195,0.015004979,-0.08030998,0.40608707
5624172,0.015004979,-0.086197406,0.3912653
5636215,0.018129114,-0.08472555,0.40756923
5648155,0.03062565,-0.08030998,0.40015835
5660231,0.010318778,-0.07147886,0.40164053
5671365,0.018129114,-0.067063294,0.40460488
5683169,0.01969118,-0.089141116,0.40015835
5695345,0.018129114,-0.086197406,0.40015835
5707260,0.015004979,-0.08178184,0.41201577
5718249,0.01969118,-0.089141116,0.39571184
5730005,0.015004979,-0.09208482,0.40608707
5742306,0.016567048,-0.09061296,0.40460488
5753174,0.03062565,-0.08178184,0.39571184
5764215,0.018129114,-0.09061296,0.40756923
5787353,0.018129114,-0.09797224,0.39422968
5798242,0.024377383,-0.08030998,0.40608707
5810522,0.01969118,-0.086197406,0.40608707
5821165,0.011880846,-0.08472555,0.40460488
5844173,0.016567048,-0.08472555,0.4105336
5855163,0.018129114,-0.09208482,0.40015835
5867819,0.03062565,-0.08030998,0.40608707
5903277,0.015004979,-0.089141116,0.40015835
5914919,0.016567048,-0.08766925,0.39422968
5925210,0.022815315,-0.09061296,0.39867622
5948171,0.024377383,-0.089141116,0.40164053
5959144,0.015004979,-0.09650039,0.39571184
5970627,0.018129114,-0.07736628,0.39867622
5982223,0.016567048,-0.08030998,0.40164053
5993607,0.024377383,-0.075894415,0.40164053
6004177,0.016567048,-0.08030998,0.39867622
6016161,0.018129114,-0.08766925,0.38830096
6028184,0.022815315,-0.09061296,0.39867622
6040210,0.022815315,-0.08030998,0.4105336
6062214,0.022815315,-0.08472555,0.40164053
6073829,0.024377383,-0.08178184,0.3912653
6084148,0.018129114,-0.07147886,0.39867622
6096184,0.024377383,-0.08178184,0.39571184
6120222,0.018129114,-0.08472555,0.41349792
6131242,0.02593945,-0.07736628,0.39867622
6142255,0.015004979,-0.08030998,0.40164053
6165387,0.018129114,-0.086197406,0.3927475
6176152,0.03062565,-0.08030998,0.39571184
6188143,0.024377383,-0.08178184,0.40015835
6200190,0.024377383,-0.08178184,0.40164053
6223254,0.018129114,-0.08178184,0.40905142
6235207,0.018129114,-0.08030998,0.40015835
6247169,0.024377383,-0.09944409,0.40015835
6280243,0.018129114,-0.08178184,0.40608707
6291185,0.024377383,-0.089141116,0.40164053
6303143,0.016567048,-0.07736628,0.40164053
6314257,0.018129114,-0.08472555,0.40756923
6336629,0.018129114,-0.07736628,0.4105336
6348221,0.010318778,-0.08030998,0.39571184
6359150,0.018129114,-0.07736628,0.39422968
6394362,-0.00061569066,-0.07736628,0.3927475
6405605,0.03062565,-0.089141116,0.39571184
6416759,0.011880846,-0.08030998,0.40756923
6440209,0.018129114,-0.08766925,0.40756923
6452173,0.024377383,-0.08178184,0.4149801
6464636,0.0009463764,-0.08030998,0.40164053
