timestamp,heartbeat_time,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,remote_system_id,remote_component_id,remote_type,remote_system_status,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams
2706425,0,1200.0,0.6060793,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,1,36
3068939,3060235,1200.0,0.33892247,0.0,0.0,0.0,255,0,6,4,0,0,1,1,1,1,36
4072126,3060235,1200.0,0.5320668,0.020928424,0.22921607,0.0,255,0,6,4,1,0,1,1,1,1,36
5076149,3060235,1200.0,0.5320668,0.020936206,0.65301025,0.0,255,0,6,4,1,0,1,1,1,1,36
6070482,6067100,1200.0,0.5320668,0.020980027,0.47354916,0.0,255,0,6,4,1,0,1,1,1,1,36
6100371,6072144,1200.0,0.5320668,0.020980027,0.47354916,0.0,255,0,6,4,1,0,1,1,1,1,36
7097443,7091450,1200.0,0.5320668,0.19177906,3.83658,0.42251325,255,0,6,4,1,0,1,1,1,1,36
8107739,7091450,1200.0,0.5320668,0.09813173,0.59473777,0.0,255,0,6,4,1,0,1,1,1,1,36
8138507,8131866,1200.0,0.5320668,0.09813173,0.59473777,0.0,255,0,6,4,1,0,1,1,1,1,36
9146441,8131866,1200.0,0.37224478,0.11741141,0.92934114,0.0,255,0,6,4,1,0,1,1,1,1,36
9865292,9865040,1200.0,0.37224478,0.020958334,0.9211687,0.0,255,0,6,4,1,0,1,1,1,1,36
10103326,10096042,1200.0,0.37224478,0.020958334,0.9211687,0.0,255,0,6,4,1,0,1,1,1,1,36
11106801,10096042,1200.0,0.36675593,0.062376298,0.89505035,0.0,255,0,6,4,1,0,1,1,1,1,36
11201328,11192860,1200.0,0.36675593,0.062376298,0.89505035,0.0,255,0,6,4,1,0,1,1,1,1,36
12077677,12074168,1200.0,0.36675593,0.041624133,1.1773683,0.0,255,0,6,4,1,0,1,1,1,1,36
13085539,12074168,1200.0,0.36675593,0.04184321,0.9604013,0.0,255,0,6,4,1,0,1,1,1,1,36
13096677,13096204,1200.0,0.36675593,0.04184321,0.9604013,0.0,255,0,6,4,1,0,1,1,1,1,36
14097316,13096204,1200.0,0.36675593,0.067781605,1.1403258,0.0,255,0,6,4,1,0,1,1,1,1,36
14159328,14150091,1200.0,0.36675593,0.067781605,1.1403258,0.0,255,0,6,4,1,0,1,1,1,1,36
15078413,15072104,1200.0,0.36675593,0.062455695,0.8139068,0.0,255,0,6,4,1,0,1,1,1,1,36
16081207,15072104,1200.0,0.36675593,0.024785185,1.209517,0.0,255,0,6,4,1,0,1,1,1,1,36
16113327,16105041,1200.0,0.36675593,0.024785185,1.209517,0.0,255,0,6,4,1,0,1,1,1,1,36
