timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
45058065,49.089604988393134,2.1103567541754815,81.222015,127.2518,-0.0,0.032076895,0.024377624,0.021219404,0.904258,1.6796334,1.7458361,0.0,2,0,0,0
45066073,49.08960498895763,2.1103567553798976,81.22204,127.25183,-0.0,0.03185893,0.024356041,0.021123236,0.9046162,1.679846,1.7459826,0.0,2,0,0,0
45266104,49.08960497946271,2.1103567914830577,81.22532,127.255005,-0.0,0.025246019,0.0247881,0.016891018,0.91066086,1.6254961,1.7473729,0.0,2,0,0,0
45465271,49.08960494899502,2.110356812136189,81.217735,127.24786,-0.0,0.014514125,0.022564491,0.02066159,0.9135139,1.5891328,1.7484235,0.0,2,0,0,0
45672465,49.08960492327517,2.1103568263839754,81.207535,127.23822,-0.0,0.0050196797,0.021404548,0.024900027,0.91209745,1.5371933,1.7489866,0.0,2,0,0,0
45872465,49.089604932546976,2.1103568608205947,81.205154,127.23616,-0.0,0.002991757,0.022190874,0.02436562,0.9093031,1.5222416,1.7495345,0.0,2,0,0,0
46079671,49.089604930793676,2.1103568917982334,81.21445,127.24615,-0.0,-0.00052897155,0.020807715,0.017612483,0.90585,1.510906,1.7503563,0.0,2,0,0,0
46279669,49.08960490948604,2.1103569578625314,81.215805,127.24866,-0.0,-0.007877439,0.023990422,0.014663586,0.9037465,1.5017041,1.750433,0.0,2,0,0,0
46482865,49.089604894055014,2.1103569870895633,81.21761,127.25107,-0.0,-0.014388145,0.022478089,0.012931035,0.90339285,1.4944197,1.7507087,0.0,2,0,0,0
46690065,49.08960481429248,2.1103569471375327,81.217834,127.25215,-0.0,-0.027559878,0.014569291,0.012081527,0.90094423,1.4890201,1.7506602,0.0,2,0,0,0
46889326,49.08960473250369,2.1103568708115237,81.2177,127.25232,-0.0,-0.03714633,0.006929698,0.011984047,0.8984212,1.4841844,1.7506539,0.0,2,0,0,0
47089327,49.089604659159356,2.1103569008921035,81.20951,127.24366,-0.0,-0.042973932,0.008769012,0.014685041,0.8978227,1.4801922,1.7505646,0.0,2,0,0,0
