timestamp,alt_max,landed,freefall,ground_contact,maybe_landed,in_ground_effect
3071129,inf,1,0,0,0,0
3569057,inf,0,0,1,0,0
4584240,inf,0,0,1,0,0
5597063,inf,0,0,1,0,0
6612056,inf,0,0,1,0,0
7625515,inf,0,0,1,0,0
8637199,inf,0,0,1,0,0
9645170,inf,0,0,1,0,0
10660051,inf,0,0,1,0,0
11672065,inf,0,0,1,0,0
12677052,inf,0,0,1,0,0
13683052,inf,0,0,1,0,0
14693056,inf,0,0,1,0,0
15704720,inf,0,0,1,0,0
16719055,inf,0,0,1,0,0
17736393,inf,0,0,1,0,0
18749054,inf,0,0,1,0,0
19759052,inf,0,0,1,0,0
20778295,inf,0,0,1,0,0
21785611,inf,0,0,1,0,0
22803069,inf,0,0,1,0,0
23818242,inf,0,0,1,0,0
24829180,inf,0,0,1,0,0
25841589,inf,0,0,1,0,0
26848052,inf,0,0,1,0,0
27859057,inf,0,0,1,0,0
28869638,inf,0,0,1,0,0
29884098,inf,0,0,1,0,0
30895141,inf,0,0,1,0,0
31908056,inf,0,0,1,0,0
32925061,inf,0,0,1,0,0
33931052,inf,0,0,1,0,0
34948062,inf,0,0,1,0,0
35961052,inf,0,0,1,0,0
36973669,inf,0,0,1,0,0
37979170,inf,0,0,1,0,0
38992052,inf,0,0,1,0,0
40006145,inf,0,0,1,0,0
41014366,inf,0,0,1,0,0
42029515,inf,0,0,1,0,0
43040774,inf,0,0,1,0,0
44049052,inf,0,0,1,0,0
45058235,inf,0,0,1,0,0
46070129,inf,0,0,1,0,0
47086410,inf,0,0,1,0,0
48097216,inf,0,0,1,0,0
49110248,inf,0,0,1,0,0
50114659,inf,0,0,1,0,0
51132640,inf,0,0,1,0,0
52145053,inf,0,0,1,0,0
53155064,inf,0,0,1,0,0
54169353,inf,0,0,1,0,0
55176725,inf,0,0,1,0,0
56188052,inf,0,0,1,0,0
57198350,inf,0,0,1,0,0
58209061,inf,0,0,1,0,0
59219355,inf,0,0,1,0,0
60228062,inf,0,0,1,0,0
61242162,inf,0,0,1,0,0
63261128,inf,0,0,1,0,0
64274237,inf,0,0,1,0,0
65289052,inf,0,0,1,0,0
66305052,inf,0,0,1,0,0
67317552,inf,0,0,1,0,0
68326954,inf,0,0,1,0,0
69333797,inf,0,0,1,0,0
70343060,inf,0,0,1,0,0
71352065,inf,0,0,1,0,0
73379053,inf,0,0,1,0,0
74398346,inf,0,0,1,0,0
75409045,inf,0,0,1,0,0
76421511,inf,0,0,1,0,0
77431163,inf,0,0,1,0,0
78444746,inf,0,0,1,0,0
79455052,inf,0,0,1,0,0
80468129,inf,0,0,1,0,0
81482106,inf,0,0,1,0,0
82494272,inf,0,0,1,0,0
83507071,inf,0,0,1,0,0
84520972,inf,0,0,1,0,0
85538421,inf,0,0,1,0,0
86551071,inf,0,0,1,0,0
87560062,inf,0,0,1,0,0
88570139,inf,0,0,1,0,0
89579136,inf,0,0,1,0,0
90593802,inf,0,0,1,0,0
91607061,inf,0,0,1,0,0
92607861,inf,0,0,1,0,0
93621165,inf,0,0,1,0,0
94630298,inf,0,0,1,0,0
95648058,inf,0,0,1,0,0
96657053,inf,0,0,1,0,0
97666157,inf,0,0,1,0,0
98679440,inf,0,0,1,0,0
99692600,inf,0,0,1,0,0
101713052,inf,0,0,1,0,0
102726152,inf,0,0,1,0,0
103741528,inf,0,0,1,0,0
104753135,inf,0,0,1,0,0
105768059,inf,0,0,1,0,0
106782372,inf,0,0,1,0,0
107795180,inf,0,0,1,0,0
109806155,inf,0,0,1,0,0
110819920,inf,0,0,1,0,0
111829618,inf,0,0,1,0,0
112849164,inf,0,0,1,0,0
113853142,inf,0,0,1,0,0
