timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
273388193,4.8452635,0.0,0,0,1,0,0,0,0
273888193,4.763086,0.0,0,0,1,0,0,0,0
274398219,4.8114257,0.0,0,0,1,0,0,0,0
274898197,4.8726563,0.0,0,0,1,0,0,0,0
275398238,4.8098145,0.0,0,0,1,0,0,0,0
275898193,4.7824216,0.0,0,0,1,0,0,0,0
276408193,4.79209,0.0,0,0,1,0,0,0,0
276908193,4.9081054,0.0,0,0,1,0,0,0,0
277408193,4.7856445,0.0,0,0,1,0,0,0,0
277908242,4.7759767,0.0,0,0,1,0,0,0,0
279408193,4.891992,0.0,0,0,1,0,0,0,0
279918197,4.777588,0.0,0,0,1,0,0,0,0
280418231,4.8468747,0.0,0,0,1,0,0,0,0
280918193,4.7614746,0.0,0,0,1,0,0,0,0
281418193,4.9371095,0.0,0,0,1,0,0,0,0
281918232,4.7614746,0.0,0,0,1,0,0,0,0
282418199,4.8355956,0.0,0,0,1,0,0,0,0
282928193,4.861377,0.0,0,0,1,0,0,0,0
283428230,4.861377,0.0,0,0,1,0,0,0,0
283928228,4.7324705,0.0,0,0,1,0,0,0,0
284428193,4.713135,0.0,0,0,1,0,0,0,0
284938193,4.801758,0.0,0,0,1,0,0,0,0
285438196,4.6229005,0.0,0,0,1,0,0,0,0
285938221,4.7663083,0.0,0,0,1,0,0,0,0
286438193,4.882324,0.0,0,0,1,0,0,0,0
286948203,4.71958,0.0,0,0,1,0,0,0,0
287448193,4.7840333,0.0,0,0,1,0,0,0,0
287948193,4.903271,0.0,0,0,1,0,0,0,0
288448199,4.6454587,0.0,0,0,1,0,0,0,0
288948213,4.8984375,0.0,0,0,1,0,0,0,0
289448224,4.822705,0.0,0,0,1,0,0,0,0
289948193,4.7373047,0.0,0,0,1,0,0,0,0
290448193,4.6921873,0.0,0,0,1,0,0,0,0
291458206,4.74375,0.0,0,0,1,0,0,0,0
291958198,4.788867,0.0,0,0,1,0,0,0,0
292458198,4.8468747,0.0,0,0,1,0,0,0,0
292958193,4.714746,0.0,0,0,1,0,0,0,0
293458193,4.7211914,0.0,0,0,1,0,0,0,0
293968233,4.861377,0.0,0,0,1,0,0,0,0
294468207,4.81626,0.0,0,0,1,0,0,0,0
294968193,4.779199,0.0,0,0,1,0,0,0,0
295468193,4.8887696,0.0,0,0,1,0,0,0,0
295968209,4.701855,0.0,0,0,1,0,0,0,0
296468235,4.7518067,0.0,0,0,1,0,0,0,0
296968193,4.7727537,0.0,0,0,1,0,0,0,0
297478200,4.851709,0.0,0,0,1,0,0,0,0
297978211,4.803369,0.0,0,0,1,0,0,0,0
298478197,4.8887696,0.0,0,0,1,0,0,0,0
298978229,4.8742676,0.0,0,0,1,0,0,0,0
299978227,4.8597655,0.0,0,0,1,0,0,0,0
300478193,4.880713,0.0,0,0,1,0,0,0,0
300988193,4.880713,0.0,0,0,1,0,0,0,0
301488193,4.8500977,0.0,0,0,1,0,0,0,0
301988193,4.8694334,0.0,0,0,1,0,0,0,0
302488214,4.764697,0.0,0,0,1,0,0,0,0
302988193,4.882324,0.0,0,0,1,0,0,0,0
303488205,4.8452635,0.0,0,0,1,0,0,0,0
303998219,4.9338865,0.0,0,0,1,0,0,0,0
304498193,4.8645997,0.0,0,0,1,0,0,0,0
304998226,4.817871,0.0,0,0,1,0,0,0,0
