timestamp,lat,lon,alt,alt_ellipsoid,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
273391065,49.089678033571666,2.110410362475929,85.88915,131.86128,-0.0,-0.013557944,0.019432588,-0.02001964,0.7603405,0.9985934,2.9292755,0.0,2,0,0,0
273590271,49.08967802300507,2.110410285730483,85.885345,131.85614,-0.0,-0.011427858,0.016484478,-0.019520408,0.7603031,0.9986512,2.9291968,0.0,2,0,0,0
273798319,49.089678042422285,2.1104102162403016,85.87962,131.84912,-0.0,-0.009082749,0.0142119,-0.016236039,0.75997424,0.99902505,2.9292877,0.0,2,0,0,0
273997465,49.08967804955783,2.110410152329312,85.87698,131.8453,-0.0,-0.006748997,0.013704794,-0.014542041,0.75980026,0.9991574,2.9292133,0.0,2,0,0,0
274204671,49.08967804255919,2.110410101541115,85.868835,131.83604,-0.0,-0.0066210018,0.01188276,-0.00940265,0.75939655,0.9995366,2.929183,0.0,2,0,0,0
274404665,49.089678056350316,2.110410084148865,85.86063,131.82735,-0.0,-0.004822842,0.011815505,-0.0068178386,0.7591875,0.9995657,2.9292352,0.0,2,0,0,0
274607865,49.08967807295451,2.110410050909826,85.853485,131.8199,-0.0,-0.0023377647,0.01180576,-0.005073178,0.75918627,0.9996715,2.9291673,0.0,2,0,0,0
274807083,49.089678075081366,2.110409997554653,85.8477,131.8139,-0.0,-0.0032754291,0.009667639,-0.002935771,0.75916296,0.999872,2.9292376,0.0,2,0,0,0
275007091,49.08967809480735,2.1104099316267186,85.84446,131.81079,-0.0,-0.0010715001,0.006791874,-0.0007486913,0.7592314,0.99992,2.9292846,0.0,2,0,0,0
275210265,49.089678106951595,2.1104098533619267,85.84818,131.81427,-0.0,-0.0006904572,0.0046943882,-0.0008647179,0.75928134,1.0000049,2.9292102,0.0,2,0,0,0
275409465,49.08967808722519,2.110409773840083,85.85919,131.82452,-0.0,-0.0013475217,0.0024352623,-0.002371549,0.7594184,1.0002048,2.9292793,0.0,2,0,0,0
275617501,49.08967807261038,2.110409675537818,85.867355,131.83171,-0.0,-0.0024977473,0.0011462036,-0.0037588398,0.75947696,1.000588,2.9292462,0.0,2,0,0,0
275816669,49.089678073570774,2.1104096082479713,85.86729,131.83037,-0.0,-0.0012670751,-0.0024574588,-0.0038717634,0.7593397,1.000624,2.9292924,0.0,2,0,0,0
276023888,49.08967805768675,2.1104095522736173,85.86837,131.8306,-0.0,-0.0011315264,-0.0006775629,-0.001600604,0.75938797,1.0010188,2.9292624,0.0,2,0,0,0
276223865,49.08967802451228,2.110409490510723,85.876144,131.83774,-0.0,-0.0023597803,-0.0029154527,-0.0030386262,0.7593852,1.001048,2.929307,0.0,2,0,0,0
276431064,49.089678011235556,2.1104094345625444,85.88384,131.84474,-0.0,-0.0022508567,-0.0011793377,-0.007970265,0.75909185,1.0014043,2.9292753,0.0,2,0,0,0
276630286,49.089678019057246,2.110409377514119,85.8889,131.84895,-0.0,-0.0005161426,-0.0038367282,-0.008272508,0.7586525,1.0014577,2.9293196,0.0,2,0,0,0
276838357,49.08967800564324,2.110409306924049,85.89458,131.8534,-0.0,-0.0007060286,-0.0071656215,-0.01052591,0.7582545,1.0018026,2.9292822,0.0,2,0,0,0
277033512,49.089677981662845,2.1104092290785865,85.899,131.85641,-0.0,-0.0019808668,-0.0074599087,-0.011084311,0.7579566,1.0015758,2.9292839,0.0,2,0,0,0
277240705,49.089677958025526,2.110409152333228,85.90556,131.86143,-0.0,-0.0016869027,-0.009076539,-0.011503875,0.7577449,1.0021007,2.9292707,0.0,2,0,0,0
277440665,49.08967793812761,2.1104090840743797,85.89838,131.85245,-0.0,-0.0015825205,-0.010689039,-0.008249606,0.7576344,1.0021452,2.9293149,0.0,2,0,0,0
277643865,49.08967790903557,2.1104090080362687,85.89537,131.84763,-0.0,-0.0017732638,-0.011791533,-0.0076485532,0.7574042,1.0023589,2.9292548,0.0,2,0,0,0
277843092,49.08967789472962,2.1104089418990166,85.89082,131.8417,-0.0,-0.0016904767,-0.012805994,-0.005987414,0.7572893,1.0024137,2.9292998,0.0,2,0,0,0
278051107,49.08967787411127,2.1104088690563967,85.89523,131.84459,-0.0,-0.0014205702,-0.013708144,-0.005368489,0.756942,1.0027732,2.9292598,0.0,2,0,0,0
279263870,49.089677672388646,2.110408517652337,85.925835,131.86621,-0.0,-0.0047629056,-0.019249024,-0.01438541,0.7563874,1.0037509,2.9293408,0.0,2,0,0,0
279467071,49.0896776154742,2.110408469614739,85.934265,131.87277,-0.0,-0.0065198746,-0.019778218,-0.01573202,0.7565923,1.0039239,2.929273,0.0,2,0,0,0
279666299,49.089677591356626,2.110408410078192,85.942505,131.87909,-0.0,-0.0054380447,-0.018736796,-0.01735342,0.75694454,1.0039569,2.9293163,0.0,2,0,0,0
279873486,49.08967756960621,2.110408350279698,85.94548,131.87988,-0.0,-0.007068965,-0.01916903,-0.015295559,0.7568996,1.0042908,2.9292743,0.0,2,0,0,0
280073464,49.08967751951864,2.110408271805779,85.94568,131.878,-0.0,-0.007946825,-0.018155098,-0.016427264,0.75695765,1.0042814,2.9293153,0.0,2,0,0,0
280280671,49.08967745083701,2.1104081950345295,85.939964,131.86821,-0.0,-0.011580691,-0.017479455,-0.011660156,0.7569061,1.0046601,2.929284,0.0,2,0,0,0
280479903,49.089677384522545,2.110408122611304,85.93162,131.85806,-0.0,-0.01375108,-0.017095702,-0.0081956405,0.75671434,1.00466,2.9293323,0.0,2,0,0,0
280687904,49.08967732578971,2.110408024990354,85.93049,131.85535,-0.0,-0.014929775,-0.01819509,-0.00852555,0.7564035,1.0050325,2.929299,0.0,2,0,0,0
280887087,49.08967728136273,2.1104079568626357,85.92608,131.84918,-0.0,-0.017715134,-0.016311908,-0.004686181,0.756139,1.0050415,2.929342,0.0,2,0,0,0
281090271,49.0896772395773,2.1104078713165495,85.91609,131.8379,-0.0,-0.01978488,-0.016517615,-0.0006651347,0.7560998,1.0050558,2.9292586,0.0,2,0,0,0
281290287,49.08967721566551,2.1104077893325925,85.91299,131.83374,-0.0,-0.018776273,-0.019074854,0.0006209168,0.7561319,1.0052309,2.9293244,0.0,2,0,0,0
