timestamp,windspeed_north,windspeed_east,variance_north,variance_east,tas_innov,tas_innov_var,tas_scale,beta_innov,beta_innov_var
273354177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273555788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273757163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273961372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274164585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274367780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274569767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274770356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274970190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275172753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275372758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275575900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275776283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275979310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276181786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276385524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276587585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276789492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276990609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277192320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277394544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277598852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277800350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278002363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279221358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279425197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279628878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279829212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280036100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280239227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280439410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280642211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280845059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281049405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
