timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
273391065,-0.041552924,0.064190015,-0.05385743,0.032669067,0.042440414,0.07245636,-0.0124769565,0.021028526,-0.0029596984,0.003914833,0.0,0.0,0.0,0.0,0.0,0.26331088,0.26331753,0.5714395,0.561262,0.56126827,4.0544558,0.0025058931,0.0025058677,0.0025044633,0.09015285,0.0,0.0,0.0,0.0,0.0,0.000180351,0.0032470229,0.005581664,0.0,0.0,0.0,0.0,0.0,0.0
273590271,-0.08915097,0.038659416,-0.031623103,0.01940918,0.04333496,0.16544724,-0.0124769565,0.021028526,-0.0029596984,0.06945765,0.0,0.0,0.0,0.0,0.0,0.26338106,0.2633878,0.5714262,0.5631197,0.5631261,4.0545273,0.0025058931,0.0025058677,0.0025044633,0.090153106,0.0,0.0,0.0,0.0,0.0,0.00034709362,0.0055077444,0.011231979,0.0,0.0,0.0,0.0,0.0,0.0
273798319,-0.055322297,-0.008987189,-0.002261199,0.012271881,0.045604706,-0.08621597,-0.0124769565,0.021028526,-0.0029596984,0.02155459,0.0,0.0,0.0,0.0,0.0,0.26338202,0.26338875,0.57145303,0.5646002,0.5646066,4.0545273,0.0025058931,0.0025058677,0.0025044633,0.090153165,0.0,0.0,0.0,0.0,0.0,0.00037896467,0.0046826303,0.009681096,0.0,0.0,0.0,0.0,0.0,0.0
273997465,0.032731198,0.046769585,-0.012682839,0.025936127,0.04419899,-0.29018784,-0.0124769565,0.021028526,-0.0029596984,0.09213489,0.0,0.0,0.0,0.0,0.0,0.26332775,0.26333448,0.57145154,0.56577486,0.5657811,4.0543537,0.0025058931,0.0025058677,0.0025044633,0.090153076,0.0,0.0,0.0,0.0,0.0,0.00046942892,0.002618912,0.009328933,0.0,0.0,0.0,0.0,0.0,0.0
274204671,-0.04439689,-0.0319942,0.017357046,0.019397736,0.038167953,0.18264008,-0.0124769565,0.021028526,-0.0029596984,0.027845502,0.0,0.0,0.0,0.0,0.0,0.2633992,0.26340598,0.57143986,0.56764877,0.56765515,4.0544434,0.0025058931,0.0025058677,0.0025044633,0.09015297,0.0,0.0,0.0,0.0,0.0,0.00059366005,0.0034246827,0.009620887,0.0,0.0,0.0,0.0,0.0,0.0
274404665,-0.08036371,-0.010134517,0.008912606,0.009120941,0.039569855,0.099975586,-0.0124769565,0.021028526,-0.0029596984,-0.035316706,0.0,0.0,0.0,0.0,0.0,0.26346537,0.2634722,0.57143176,0.5695237,0.5695301,4.0542173,0.0025058931,0.0025058677,0.0025044633,0.090152964,0.0,0.0,0.0,0.0,0.0,0.00025338682,0.004548443,0.009265633,0.0,0.0,0.0,0.0,0.0,0.0
274607865,0.03470116,0.05317933,0.007981019,0.0035934448,0.04613304,-0.13984299,-0.0124769565,0.021028526,-0.0029596984,0.068081975,0.0,0.0,0.0,0.0,0.0,0.26339626,0.26340303,0.5714343,0.5706302,0.5706365,4.0543494,0.0025058931,0.0025058677,0.0025044633,0.090152875,0.0,0.0,0.0,0.0,0.0,0.00010675568,0.002762328,0.0103300335,0.0,0.0,0.0,0.0,0.0,0.0
274807083,-0.020296443,-0.0012924708,0.026966862,0.010894775,0.046504974,-0.14512253,-0.0124769565,0.021028526,-0.0029596984,-0.0077435374,0.0,0.0,0.0,0.0,0.0,0.26343453,0.2634413,0.5714725,0.5708797,0.5708861,4.0544996,0.0025058931,0.0025058677,0.0025044633,0.09015288,0.0,0.0,0.0,0.0,0.0,9.6835756e-05,0.0009805565,0.0027396225,0.0,0.0,0.0,0.0,0.0,0.0
275007091,-0.079278566,0.03917157,0.030407492,-0.0001296997,0.05114746,0.025863647,-0.0124769565,0.021028526,-0.0029596984,-0.065336764,0.0,0.0,0.0,0.0,0.0,0.26343828,0.26344508,0.57143027,0.57238674,0.5723931,4.054509,0.0025058931,0.0025058677,0.0025044633,0.090152875,0.0,0.0,0.0,0.0,0.0,0.00021022963,0.003627327,0.007739932,0.0,0.0,0.0,0.0,0.0,0.0
275210265,0.05527384,-0.002795796,0.004446246,0.0178833,0.051237106,0.35065842,-0.0124769565,0.021028526,-0.0029596984,-0.044790983,0.0,0.0,0.0,0.0,0.0,0.26343703,0.26344383,0.57145673,0.57386446,0.57387084,4.0546064,0.0025058931,0.0025058677,0.0025044633,0.090152964,0.0,0.0,0.0,0.0,0.0,0.00025061352,0.0047595752,0.014809191,0.0,0.0,0.0,0.0,0.0,0.0
